Player,Position_Cleaned,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,TB,Sw,PasCrs,PasLive,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,ToAtt,ToSuc,ToSuc%,ToTkl,ToTkl%,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,CrdY,CrdR,2CrdY,Fls,Fld,Off,OG,AerWon,AerLost,AerWon%,Rec,RecProg,Recov,PKwon,PKcon,TouDef3rd_norm,TouMid3rd_norm,TouAtt3rd_norm,TouDefPen_norm,TouAttPen_norm,grid_x,grid_y
Tommaso Milanese,MF,20.0,2002,2,0,27,0.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,46.7,71.4,606.7,136.7,13.3,16.7,80.0,10.0,16.7,60.0,6.67,10.0,66.7,0.0,10.0,10.0,0.0,0.0,6.67,0.0,0.0,6.67,36.7,6.67,3.33,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,3.33,0.0,0.0,0.0,0.0,0.0,63.3,0.0,3.33,23.3,40.0,6.67,6.67,3.33,50.0,3.33,50.0,43.3,236.7,126.7,6.67,3.33,0.0,10.0,3.33,0.0,0.0,0.0,3.33,3.33,0.0,0.0,0.0,3.33,0.0,46.7,3.33,0.0,0.0,0.0,0.05260663507109005,0.368088467614534,0.631911532385466,0.0,0.10537124802527646,60,0
Arkadiusz Milik,FW,28.0,1994,17,10,986,11.0,6,2.64,1.45,55.2,0.21,0.38,13.9,0.09,0.0,0.0,19.8,25.4,78.1,275.5,45.3,11.8,14.0,84.4,6.18,7.45,82.9,0.64,1.18,53.8,0.09,0.73,0.91,0.55,0.0,1.82,0.18,0.18,0.36,23.6,1.82,1.18,0.0,0.0,0.36,0.09,0.18,0.27,0.18,0.0,0.0,0.0,0.0,0.09,0.64,0.45,0.09,0.36,0.18,0.18,0.36,50.0,0.18,0.64,0.0,0.64,0.0,0.64,0.82,0.0,34.6,0.91,2.64,16.9,15.5,4.18,0.91,0.45,50.0,0.27,30.0,19.1,78.0,31.8,0.73,1.0,0.09,2.82,0.82,0.27,0.09,0.09,1.09,1.55,0.27,0.0,2.0,3.55,36.1,27.2,4.82,2.36,0.0,0.0,0.07630057803468208,0.48843930635838145,0.44797687861271673,0.02630057803468208,0.12080924855491328,27,0
Arkadiusz Milik,FW,28.0,1994,2,2,129,1.4,0,0.71,0.0,0.0,0.0,0.0,7.8,0.0,0.0,0.0,20.0,26.4,75.7,222.1,30.7,10.0,12.9,77.8,6.43,7.86,81.8,0.0,0.0,0.0,0.0,0.71,1.43,0.0,0.0,0.71,0.0,0.0,0.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.71,0.0,0.0,0.71,0.0,0.71,0.0,0.71,0.0,0.0,0.0,0.0,0.71,1.43,0.0,33.6,2.14,3.57,19.3,10.7,0.71,0.71,0.0,0.0,0.71,100.0,23.6,122.1,37.9,0.71,2.14,0.0,0.71,0.71,0.71,0.0,0.0,2.86,0.71,0.71,0.0,1.43,5.0,22.2,25.7,6.43,2.86,0.0,0.0,0.10625,0.5744047619047619,0.31845238095238093,0.06369047619047619,0.02113095238095238,22,0
Luis Milla,MF,28.0,1994,14,13,1165,12.9,0,0.31,0.08,25.0,0.0,0.0,26.7,0.0,0.0,0.0,41.3,52.9,78.0,753.5,253.3,19.8,22.1,89.8,14.3,17.6,81.1,5.81,10.2,56.8,0.0,1.63,5.66,0.23,0.16,5.5,0.08,1.01,4.65,45.7,2.4,0.93,1.09,0.08,0.0,0.23,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,1.55,1.16,0.78,0.47,1.16,2.25,51.7,1.09,0.62,0.0,0.62,1.4,3.8,1.09,0.08,60.1,1.86,12.4,37.8,10.5,0.16,0.54,0.47,85.7,0.08,14.3,31.2,130.7,63.3,0.62,0.54,0.08,0.85,0.7,0.23,0.08,0.08,1.32,0.7,0.08,0.0,0.85,0.7,55.0,34.7,0.47,7.67,0.0,0.08,0.20632279534109818,0.6289517470881862,0.1747088186356073,0.030948419301164726,0.0026622296173044926,75,0
Pere Milla,MF,30.0,1992,19,14,1205,13.4,6,1.57,0.3,19.0,0.14,0.75,15.4,0.07,0.22,0.22,21.8,30.8,70.7,334.9,104.9,11.7,15.1,77.7,6.79,8.58,79.1,2.01,3.66,55.1,0.07,0.9,2.84,0.75,0.15,3.88,0.15,0.3,0.97,29.6,2.24,1.57,0.0,0.07,0.22,0.3,0.07,0.22,0.15,0.0,0.0,0.0,0.07,0.0,1.72,0.97,0.97,0.45,0.3,0.75,1.94,38.5,1.19,0.97,0.07,0.9,0.52,2.24,0.75,0.07,43.4,1.34,7.61,22.9,13.9,2.76,2.01,0.67,33.3,1.04,51.9,26.1,119.9,57.6,1.27,1.87,0.22,2.61,1.27,0.3,0.0,0.0,0.97,2.46,0.52,0.0,1.27,1.42,47.2,29.7,4.48,5.52,0.07,0.0,0.1753456221198157,0.5276497695852534,0.32027649769585254,0.030875576036866362,0.06359447004608294,33,0
Enzo Millot,MF,20.0,2002,11,3,354,3.9,0,1.54,0.77,50.0,0.0,0.0,18.1,0.26,0.0,0.0,30.3,38.2,79.2,429.0,111.5,15.9,18.5,86.1,11.3,13.8,81.5,1.03,2.31,44.4,0.0,0.77,2.56,1.03,0.0,3.08,0.26,0.0,2.31,35.9,3.59,2.05,0.51,0.26,0.0,0.26,0.51,0.26,0.26,0.0,0.0,0.0,0.0,0.0,2.56,1.79,1.28,0.77,0.51,1.03,1.79,57.1,0.77,3.33,0.51,2.82,2.31,4.87,1.03,0.0,55.4,2.05,12.3,26.7,17.7,3.59,4.1,1.03,25.0,2.31,56.3,24.9,172.6,64.1,2.31,1.79,0.77,2.31,1.28,0.51,0.0,0.0,1.28,1.28,0.0,0.0,0.51,2.31,18.2,33.8,4.36,5.13,0.0,0.0,0.2220216606498195,0.48194945848375453,0.3194945848375451,0.03700361010830325,0.0648014440433213,42,0
Kim Min-jae,DF,26.0,1996,20,20,1755,19.5,2,0.26,0.1,40.0,0.4,1.0,7.7,0.0,0.0,0.0,70.9,78.7,90.2,1301.9,489.4,28.2,30.2,93.2,35.0,37.1,94.5,6.51,8.97,72.6,0.0,0.41,5.59,0.26,0.05,4.56,0.05,1.18,0.15,76.9,1.28,1.18,0.0,0.0,0.0,0.0,0.1,0.05,0.05,0.0,0.0,0.0,0.0,0.0,1.79,1.13,1.28,0.51,0.0,0.72,0.82,87.5,0.1,1.33,1.08,0.26,1.03,2.82,4.1,0.05,89.0,10.1,38.7,48.6,2.15,0.62,0.21,0.05,25.0,0.15,75.0,54.3,238.5,137.5,1.08,0.41,0.05,0.51,0.36,0.21,0.0,0.0,0.87,0.15,0.0,0.0,2.56,1.44,64.1,64.2,0.31,6.72,0.0,0.0,0.43483146067415734,0.5460674157303371,0.024157303370786518,0.11348314606741573,0.006966292134831461,130,0
Yerry Mina,DF,28.0,1994,3,3,234,2.6,1,1.15,0.77,66.7,0.33,0.5,12.4,0.0,0.0,0.0,60.0,66.9,89.7,1054.2,367.7,21.9,23.8,91.9,34.6,38.1,90.9,2.69,4.23,63.6,0.0,0.0,3.85,0.0,0.0,2.69,0.0,0.38,0.0,62.7,0.38,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.46,1.54,1.54,1.92,0.0,2.69,2.69,100.0,0.0,0.77,0.38,0.38,0.77,4.23,3.46,0.0,79.6,9.62,35.4,41.2,3.46,1.15,0.0,0.0,0.0,0.0,0.0,46.2,231.9,126.2,0.38,0.38,0.0,1.15,0.0,0.38,0.0,0.0,1.54,1.15,0.0,0.0,2.69,2.69,50.0,54.2,0.38,4.62,0.0,0.0,0.4447236180904523,0.5175879396984925,0.04346733668341709,0.12085427135678392,0.014447236180904523,105,0
Takumi Minamino,AM,28.0,1995,12,7,480,5.3,1,1.89,0.94,50.0,0.1,0.2,14.4,0.19,0.0,0.0,20.8,31.5,65.9,312.6,84.0,9.81,13.4,73.2,7.17,8.87,80.9,1.51,4.53,33.3,0.57,1.13,1.32,1.13,0.0,3.02,0.0,0.38,5.09,27.9,3.02,2.08,0.19,0.0,0.19,0.38,0.19,0.75,0.38,0.19,0.0,0.0,0.19,0.0,1.89,0.94,0.57,0.94,0.38,0.94,4.34,21.7,3.4,2.64,0.0,2.64,0.94,2.83,0.57,0.0,47.9,1.32,5.09,19.2,24.3,5.09,1.32,0.38,28.6,0.94,71.4,31.1,178.3,81.5,3.4,1.51,1.32,4.53,1.51,0.38,0.0,0.0,2.26,1.32,0.38,0.0,0.94,0.57,62.5,28.7,7.74,5.09,0.19,0.0,0.10626304801670146,0.40083507306889354,0.5073068893528184,0.027557411273486432,0.10626304801670146,31,0
Tyrone Mings,DF,29.0,1993,19,19,1710,19.0,0,0.05,0.0,0.0,0.0,0.0,19.1,0.0,0.0,0.0,41.9,49.9,84.0,831.1,328.1,12.7,13.9,91.3,24.2,26.1,92.7,4.63,8.95,51.8,0.05,0.16,3.05,0.16,0.0,3.0,0.05,0.47,0.11,48.1,0.79,0.68,0.0,0.0,0.0,0.11,0.0,0.16,0.11,0.0,0.0,0.0,0.05,0.0,0.42,0.11,0.21,0.21,0.0,0.21,0.42,50.0,0.21,1.16,0.58,0.58,1.68,2.11,4.21,0.05,59.1,9.47,32.8,24.5,1.89,0.58,0.26,0.05,20.0,0.11,40.0,35.7,189.9,101.2,0.47,0.32,0.05,0.26,0.21,0.21,0.0,0.0,0.68,0.63,0.05,0.05,1.58,0.89,63.8,38.8,0.32,5.21,0.05,0.0,0.5549915397631133,0.41455160744500846,0.031979695431472076,0.16023688663282573,0.009813874788494078,83,0
Rafa Mir,FW,25.0,1997,14,9,764,8.5,3,3.76,1.06,28.1,0.09,0.33,13.4,0.0,0.0,0.0,12.2,17.3,70.7,166.2,22.2,7.53,8.82,85.3,3.65,5.65,64.6,0.35,0.71,50.0,0.0,0.59,0.59,0.0,0.0,0.82,0.0,0.0,0.59,15.1,1.29,0.82,0.0,0.0,0.35,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.12,0.24,0.35,0.12,0.12,0.24,50.0,0.12,0.12,0.0,0.12,0.24,0.94,0.94,0.0,26.9,1.06,2.94,10.7,13.4,5.06,0.94,0.0,0.0,0.82,87.5,12.5,55.3,21.3,1.06,0.24,0.71,1.76,0.82,0.12,0.0,0.0,1.06,0.94,1.18,0.0,1.53,2.12,41.9,18.6,4.35,2.94,0.0,0.0,0.10929368029739778,0.39776951672862454,0.4981412639405205,0.03940520446096655,0.18810408921933086,16,0
Aleksei Miranchuk,MF,27.0,1995,16,14,1162,12.9,4,1.86,0.78,41.7,0.17,0.4,19.8,0.08,0.0,0.0,28.9,35.7,80.9,458.1,110.9,15.0,16.9,88.5,9.77,11.3,86.3,2.48,4.73,52.5,0.16,2.02,2.56,1.4,0.31,4.42,0.23,0.16,1.24,34.0,3.64,3.02,0.16,0.08,0.16,0.23,0.0,0.39,0.31,0.0,0.0,0.0,0.08,0.0,0.39,0.16,0.08,0.23,0.08,0.08,0.31,25.0,0.23,0.47,0.0,0.47,0.08,0.47,0.23,0.0,44.6,0.31,2.48,22.6,19.8,2.33,1.78,0.54,30.4,0.93,52.2,28.7,158.7,75.2,2.17,2.33,0.39,2.17,1.4,0.0,0.0,0.0,0.39,1.4,0.0,0.0,0.39,1.09,26.3,35.7,4.5,3.8,0.08,0.0,0.05560538116591928,0.5067264573991032,0.4439461883408072,0.00695067264573991,0.052242152466367715,45,0
Juan Miranda,DF,23.0,2000,5,3,272,3.0,0,0.67,0.33,50.0,0.0,0.0,19.6,0.0,0.0,0.0,36.3,52.3,69.4,554.7,239.7,20.0,23.3,85.7,10.7,14.7,72.7,3.33,9.0,37.0,0.0,1.33,3.0,1.67,0.33,4.67,0.0,0.67,3.67,43.7,2.67,2.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,1.67,1.33,1.0,0.0,1.33,1.33,100.0,0.0,1.0,0.33,0.67,1.0,3.33,1.67,0.0,60.3,2.67,12.3,28.7,19.3,3.0,0.67,0.67,100.0,0.0,0.0,28.7,92.0,50.7,1.33,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.33,0.67,0.0,0.0,0.67,0.67,50.0,37.0,6.67,4.33,0.0,0.0,0.20398009950248758,0.4759535655058043,0.32006633499170817,0.04427860696517413,0.04975124378109453,55,0
Fabio Miretti,AM,19.0,2003,18,9,829,9.2,0,1.85,0.54,29.4,0.0,0.0,18.0,0.0,0.0,0.0,28.4,40.1,70.7,445.1,116.7,15.3,18.8,81.5,10.1,13.3,76.2,1.96,4.89,40.0,0.11,1.3,2.72,0.87,0.11,3.8,0.11,0.33,1.85,37.8,3.7,2.28,0.43,0.33,0.54,0.11,0.0,0.54,0.43,0.0,0.0,0.0,0.11,0.0,1.85,0.76,1.09,0.54,0.22,0.87,1.85,47.1,0.98,1.52,0.11,1.41,0.22,2.07,0.87,0.0,54.5,1.2,8.26,27.4,19.6,3.91,2.93,0.98,33.3,1.74,59.3,31.0,151.2,78.4,2.28,1.41,0.43,3.15,2.07,0.11,0.0,0.0,1.74,1.63,0.11,0.0,0.43,1.3,25.0,37.3,7.28,6.41,0.11,0.0,0.15155963302752293,0.5027522935779817,0.3596330275229358,0.02201834862385321,0.07174311926605505,44,0
Tyrick Mitchell,DF,23.0,1999,20,18,1460,16.2,0,0.19,0.06,33.3,0.0,0.0,11.3,0.0,0.0,0.0,35.3,49.8,71.0,573.0,282.0,17.8,21.5,82.8,14.9,19.5,76.6,1.98,5.93,33.3,0.12,0.49,3.33,0.68,0.31,3.77,0.0,0.0,1.79,38.8,1.05,0.86,0.06,0.06,0.0,0.0,0.06,0.12,0.12,0.0,0.0,0.0,0.0,0.0,1.91,1.23,1.23,0.56,0.12,0.74,1.67,44.4,0.93,1.36,0.31,1.05,1.3,3.21,2.53,0.0,59.0,3.77,21.9,25.6,12.0,0.99,1.05,0.49,47.1,0.37,35.3,26.7,107.2,50.8,0.86,0.68,0.19,1.05,0.8,0.25,0.06,0.0,1.05,0.43,0.0,0.0,0.86,0.86,50.0,30.7,2.59,6.3,0.0,0.0,0.3711864406779661,0.4338983050847458,0.2033898305084746,0.06389830508474577,0.01677966101694915,57,0
Kaoru Mitoma,FW,25.0,1997,16,9,930,10.3,5,1.84,1.07,57.9,0.26,0.45,12.3,0.0,0.0,0.0,34.8,43.4,80.1,474.6,107.5,23.0,25.6,89.8,9.61,12.4,77.3,1.07,1.84,57.9,0.1,1.26,1.55,1.46,0.0,3.79,0.1,0.19,1.94,41.9,3.69,2.82,0.0,0.49,0.19,0.19,0.0,0.58,0.39,0.0,0.1,0.1,0.0,0.0,2.14,1.46,0.87,0.87,0.39,0.97,1.55,62.5,0.58,1.17,0.0,1.17,0.39,2.52,0.78,0.0,56.1,1.07,7.67,19.9,29.3,5.92,4.47,2.43,54.3,1.46,32.6,37.3,279.0,166.7,5.83,3.2,2.62,2.62,1.26,0.0,0.0,0.0,0.49,0.97,0.39,0.0,0.68,0.39,63.6,42.3,10.4,4.85,0.0,0.0,0.13672014260249554,0.3547237076648841,0.5222816399286988,0.019073083778966132,0.10552584670231728,47,0
Aleksandar Mitrovic,FW,28.0,1994,19,19,1633,18.1,11,4.2,1.33,31.6,0.11,0.33,15.1,0.0,0.17,0.33,13.2,21.9,60.4,204.5,44.3,7.62,11.3,67.3,3.92,6.19,63.4,1.33,2.1,63.2,0.06,0.83,1.16,0.39,0.06,1.93,0.22,0.28,0.17,21.5,2.93,1.33,0.0,0.5,0.72,0.33,0.06,0.5,0.11,0.0,0.06,0.22,0.11,0.0,0.66,0.33,0.33,0.22,0.11,0.22,0.44,50.0,0.22,0.83,0.22,0.61,0.17,0.83,0.88,0.06,36.6,1.22,3.65,17.7,15.5,6.57,2.15,1.1,51.3,0.99,46.2,20.8,88.2,33.0,1.05,0.61,0.5,3.09,2.54,0.28,0.0,0.0,1.6,1.71,0.66,0.0,4.64,4.64,50.0,29.1,4.53,2.76,0.11,0.0,0.09972677595628415,0.48360655737704916,0.4234972677595628,0.03333333333333333,0.17950819672131146,20,0
Terem Moffi,FW,23.0,1999,2,2,162,1.8,0,0.56,0.56,100.0,0.0,0.0,13.1,0.0,0.0,0.0,10.0,13.3,75.0,138.3,6.67,5.56,7.22,76.9,2.22,2.78,80.0,0.56,1.11,50.0,0.0,1.11,0.0,0.56,0.56,0.0,0.0,0.0,0.56,11.7,2.78,2.22,0.0,0.56,0.0,0.0,0.0,0.56,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,18.3,0.0,1.11,8.89,8.89,2.22,2.78,2.22,80.0,0.56,20.0,13.9,82.8,30.0,1.11,0.56,1.11,1.67,1.67,0.0,0.0,0.0,0.0,0.56,0.56,0.0,1.11,0.56,66.7,15.0,3.33,0.56,0.0,0.0,0.060655737704918035,0.485792349726776,0.485792349726776,0.0,0.12131147540983607,13,0
Terem Moffi,FW,23.0,1999,18,17,1386,15.4,12,2.14,1.17,54.5,0.33,0.61,13.6,0.0,0.06,0.13,10.0,13.5,74.0,133.5,34.5,5.78,7.6,76.1,3.51,4.29,81.8,0.19,0.32,60.0,0.0,0.58,0.91,0.32,0.0,1.3,0.13,0.06,0.19,13.2,1.69,1.23,0.0,0.39,0.0,0.06,0.0,0.26,0.13,0.0,0.13,0.0,0.0,0.0,0.52,0.32,0.06,0.26,0.19,0.19,0.32,60.0,0.13,0.71,0.19,0.52,0.19,0.71,0.65,0.0,23.6,0.65,2.08,12.5,9.87,4.09,2.47,1.3,52.6,0.84,34.2,17.4,116.8,52.7,1.88,1.49,0.71,2.66,0.84,0.06,0.0,0.0,1.1,1.1,0.26,0.0,0.84,3.05,21.7,17.1,3.96,2.27,0.0,0.0,0.08813559322033898,0.5296610169491525,0.4182203389830508,0.02754237288135593,0.1733050847457627,13,0
Mostafa Mohamed,FW,25.0,1997,22,12,1203,13.4,5,2.54,0.75,29.4,0.15,0.5,14.6,0.0,0.0,0.0,9.4,16.0,58.6,122.4,26.8,5.22,8.13,64.2,2.39,4.1,58.2,0.6,1.04,57.1,0.15,0.9,0.67,0.15,0.07,1.04,0.07,0.0,0.45,15.1,1.79,1.12,0.0,0.15,0.3,0.22,0.0,0.3,0.22,0.0,0.0,0.0,0.07,0.0,0.75,0.45,0.22,0.22,0.3,0.37,0.67,55.6,0.3,1.04,0.07,0.97,0.3,1.04,2.01,0.0,27.9,2.39,3.58,11.6,12.9,4.78,1.27,0.37,29.4,0.75,58.8,15.9,94.2,26.8,0.45,0.75,0.37,2.31,1.04,0.0,0.0,0.0,2.39,1.49,0.6,0.0,3.58,3.88,48.0,18.4,4.18,2.31,0.07,0.0,0.12831541218637993,0.4157706093189964,0.4623655913978495,0.085663082437276,0.171326164874552,12,0
Tobias Mohr,DFM,27.0,1995,12,8,706,7.8,0,1.15,0.0,0.0,0.0,0.0,20.7,0.13,0.0,0.0,34.0,55.8,60.9,713.1,325.9,12.1,14.9,81.0,14.5,20.9,69.3,6.54,15.9,41.1,0.26,1.92,2.69,1.03,0.38,3.08,0.13,1.28,8.21,39.9,2.69,1.54,0.77,0.0,0.26,0.13,0.0,0.38,0.26,0.13,0.0,0.0,0.0,0.0,0.9,0.51,0.38,0.51,0.0,0.26,0.9,28.6,0.64,1.67,0.64,1.03,1.03,1.92,2.44,0.0,65.9,3.72,24.7,24.7,17.2,0.9,0.64,0.26,40.0,0.26,40.0,27.2,154.1,82.8,1.79,0.64,0.13,0.77,0.77,0.0,0.0,0.0,0.51,0.38,0.0,0.0,0.77,1.28,37.5,29.6,2.69,5.9,0.0,0.0,0.37481031866464337,0.37481031866464337,0.26100151745068284,0.05644916540212443,0.013657056145675264,71,0
Johan Mojica,DF,30.0,1992,9,4,457,5.1,0,0.2,0.2,100.0,0.0,0.0,20.5,0.0,0.0,0.0,44.7,54.5,82.0,779.0,198.0,19.4,21.2,91.7,19.8,21.8,91.0,4.51,7.06,63.9,0.0,1.57,2.55,0.59,0.59,2.94,0.0,0.0,6.08,44.9,2.16,1.76,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.35,1.76,1.57,0.59,0.2,0.98,1.37,71.4,0.39,0.78,0.39,0.39,0.39,2.75,1.18,0.2,62.2,1.76,18.6,23.9,20.2,0.78,1.96,0.78,40.0,0.98,50.0,38.4,263.7,122.7,4.31,2.16,0.59,1.37,0.98,0.0,0.0,0.0,0.59,1.96,0.0,0.0,0.78,0.39,66.7,37.5,5.69,7.25,0.0,0.0,0.2990353697749196,0.38424437299035363,0.3247588424437299,0.028295819935691316,0.012540192926045015,77,0
Johan Mojica,DFM,30.0,1992,3,3,270,3.0,0,1.0,0.0,0.0,0.0,0.0,19.6,0.0,0.0,0.0,42.3,59.3,71.3,639.0,219.3,21.3,24.3,87.7,18.0,23.0,78.3,1.67,7.0,23.8,0.0,1.0,1.67,1.33,0.33,3.0,0.0,0.0,4.67,47.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.67,0.33,0.0,0.67,1.0,66.7,0.33,1.0,0.67,0.33,1.33,3.33,1.67,0.0,69.7,4.0,21.7,25.3,23.3,1.33,3.0,1.33,44.4,1.33,44.4,41.7,216.3,118.7,4.67,3.67,0.67,1.67,1.33,0.67,0.0,0.0,1.33,1.0,0.0,0.0,1.33,0.33,80.0,37.3,3.67,11.0,0.0,0.33,0.3113342898134863,0.3629842180774749,0.33428981348637016,0.05738880918220947,0.019081779053084648,63,0
Clinton Mola,DF,21.0,2001,1,0,15,0.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,30.0,50.0,260.0,120.0,5.0,5.0,100.0,10.0,15.0,66.7,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,10.0,5.0,0.0,5.0,5.0,100.0,0.0,5.0,5.0,0.0,5.0,20.0,10.0,0.0,70.0,20.0,45.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,50.0,0.0,0.0,5.0,0.0,0.0,0.6428571428571429,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.0,26,0
Nahuel Molina,DF,24.0,1998,16,16,1374,15.3,0,0.59,0.07,11.1,0.0,0.0,20.3,0.0,0.0,0.0,43.3,59.7,72.4,669.7,268.9,24.6,27.3,90.0,14.5,21.4,67.9,3.07,7.12,43.1,0.07,1.18,2.75,1.5,0.52,4.12,0.26,0.07,4.25,49.1,3.27,3.07,0.13,0.07,0.0,0.0,0.0,0.26,0.26,0.0,0.0,0.0,0.0,0.0,2.09,1.37,1.24,0.65,0.2,1.18,2.29,51.4,1.11,1.11,0.2,0.92,0.46,2.55,2.03,0.07,69.0,2.42,21.0,25.8,22.4,1.5,1.37,0.59,42.9,0.65,47.6,34.3,159.3,98.9,2.68,1.5,0.2,1.11,0.2,0.2,0.07,0.0,0.65,0.46,0.07,0.0,0.98,1.24,44.1,41.2,7.45,4.84,0.0,0.0,0.30434782608695654,0.3739130434782609,0.32463768115942027,0.035072463768115944,0.021739130434782608,66,0
Jon Moncayola,AM,24.0,1998,20,12,1222,13.6,0,1.76,0.37,20.8,0.0,0.0,24.0,0.0,0.0,0.0,40.2,48.8,82.5,778.7,254.3,16.6,18.6,89.3,17.2,19.4,88.6,5.74,8.82,65.0,0.0,0.66,5.81,0.66,0.22,5.81,0.07,1.1,1.62,46.2,2.21,1.76,0.0,0.0,0.37,0.07,0.0,0.22,0.0,0.0,0.0,0.15,0.07,0.0,1.76,1.1,0.96,0.66,0.15,0.74,1.62,45.5,0.88,0.81,0.07,0.74,0.37,2.13,1.1,0.0,57.2,2.06,13.1,32.8,11.8,0.66,0.07,0.07,100.0,0.0,0.0,31.0,130.0,68.8,0.74,0.59,0.0,1.18,0.29,0.22,0.0,0.0,1.47,0.44,0.15,0.0,0.59,0.59,50.0,37.8,1.91,6.32,0.07,0.0,0.229020979020979,0.5734265734265733,0.2062937062937063,0.03601398601398601,0.011538461538461539,77,0
Monchu,MF,23.0,1999,17,11,997,11.1,1,1.26,0.27,21.4,0.07,0.33,25.5,0.18,0.0,0.0,37.2,47.9,77.6,712.5,197.2,16.2,18.3,88.7,14.2,17.0,83.6,5.86,10.5,56.0,0.09,1.17,3.6,0.36,0.18,3.51,0.27,0.81,3.87,40.4,2.61,1.53,0.81,0.0,0.18,0.09,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,2.88,1.44,1.08,1.44,0.36,0.99,1.89,52.4,0.9,1.53,0.81,0.72,0.72,3.6,1.17,0.09,58.2,2.97,16.5,30.0,12.1,0.81,0.81,0.54,66.7,0.27,33.3,28.3,124.8,53.2,0.54,0.99,0.27,1.62,0.9,0.45,0.0,0.0,2.16,1.17,0.0,0.0,0.63,1.08,36.8,33.3,1.35,4.86,0.0,0.09,0.28350515463917525,0.5154639175257731,0.2079037800687285,0.051030927835051546,0.013917525773195877,71,0
Daniele Montevago,FW,19.0,2003,6,3,231,2.6,0,2.69,0.38,14.3,0.0,0.0,13.1,0.0,0.0,0.0,8.85,15.4,57.5,87.7,8.46,5.38,7.69,70.0,1.54,3.08,50.0,0.0,1.15,0.0,0.0,1.54,0.38,0.0,0.0,0.0,0.0,0.0,0.38,14.2,2.69,2.31,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.77,0.38,0.38,0.0,0.38,0.38,0.0,30.4,0.77,1.54,11.9,16.9,6.92,1.54,0.0,0.0,1.54,100.0,16.2,54.2,16.9,0.38,0.38,0.38,3.46,1.54,0.38,0.0,0.0,3.08,1.54,1.54,0.0,5.38,8.85,37.8,23.5,3.85,1.92,0.0,0.0,0.05065789473684211,0.39144736842105265,0.5559210526315789,0.025328947368421055,0.22763157894736843,8,0
